Persona Name,Age,Income Source,Annual Income Range,Family Size,Relationship Status,Key Financial Goals,Lifestyle Factors
Rahul,23,Business Owner,$100k+,4,Single,Tax Saving,"Owns property, no liabilities"
Rahul,33,Retired,$100k+,2,Divorced,Tax Saving,"Owns a car, travels frequently"
Riya,53,Retired,$15k-$30k,3,Married w/ Spouse,Child Education Fund,"Owns a car, travels frequently"
Mr. Dutta,51,Self-Employed,$30k-$50k,4,Widowed,Tax Saving,Prefers homeopathic treatment
Arjun,60,Business Owner,$30k-$50k,1,Widowed,Retirement Savings,"Owns property, no liabilities"
Priya,33,Business Owner,$100k+,5,Divorced,Child Education Fund,Prefers homeopathic treatment
Riya,45,Retired,$15k-$30k,1,Widowed,Wealth Creation,"Sedentary lifestyle, chronic illness"
Mrs. Iyer,33,Self-Employed,$75k-$100k,1,Married w/ Spouse,Tax Saving,"Smoker, high stress job"
Sneha,54,Salaried,$100k+,3,Widowed,Retirement Savings,"Health-conscious, gym member"
Mr. Dutta,64,Business Owner,$75k-$100k,3,Single,Wealth Creation,Lives in joint family
Riya,64,Salaried,$100k+,2,Married w/ Kids,Child Education Fund,"Owns a car, travels frequently"
Mr. Dutta,52,Business Owner,$100k+,2,Widowed,Health Coverage,"Frequent flyer, international travel"
Arjun,40,Self-Employed,$75k-$100k,1,Married w/ Kids,Health Coverage,"Owns property, no liabilities"
Mr. Dutta,36,Business Owner,$50k-$75k,1,Married w/ Kids,Wealth Creation,Prefers homeopathic treatment
Mrs. Iyer,49,Business Owner,$30k-$50k,2,Married w/ Kids,Child Education Fund,Works night shifts
Riya,22,Retired,$75k-$100k,3,Divorced,Wealth Creation,"Pet owner, active lifestyle"
Ankit,55,Salaried,$75k-$100k,3,Single,Wealth Creation,"Owns a car, travels frequently"
Arjun,34,Self-Employed,$75k-$100k,4,Married w/ Kids,Tax Saving,"Pet owner, active lifestyle"
Amit,29,Business Owner,$50k-$75k,2,Married w/ Spouse,Tax Saving,"Smoker, high stress job"
Mr. Dutta,23,Retired,$15k-$30k,2,Married w/ Spouse,Retirement Savings,"Frequent flyer, international travel"
Mrs. Iyer,48,Salaried,$75k-$100k,2,Single,Health Coverage,Prefers homeopathic treatment
Sneha,28,Business Owner,$30k-$50k,2,Married w/ Spouse,Tax Saving,Lives in joint family
Sneha,62,Self-Employed,$75k-$100k,2,Married w/ Spouse,Retirement Savings,"Health-conscious, gym member"
Amit,62,Salaried,$30k-$50k,4,Widowed,Wealth Creation,"Owns property, no liabilities"
Amit,30,Salaried,$75k-$100k,2,Divorced,Retirement Savings,"Smoker, high stress job"
Sneha,27,Retired,$50k-$75k,5,Divorced,Wealth Creation,"Frequent flyer, international travel"
Mr. Dutta,29,Business Owner,$75k-$100k,1,Married w/ Kids,Health Coverage,"Frequent flyer, international travel"
Sneha,53,Retired,$15k-$30k,3,Divorced,Child Education Fund,"Frequent flyer, international travel"
Sunita,60,Salaried,$50k-$75k,4,Single,Health Coverage,"Frequent flyer, international travel"
Priya,30,Business Owner,$100k+,2,Widowed,Health Coverage,Prefers homeopathic treatment
Amit,22,Salaried,$30k-$50k,4,Married w/ Spouse,Tax Saving,Prefers homeopathic treatment
Priya,53,Retired,$30k-$50k,1,Married w/ Spouse,Retirement Savings,"Owns property, no liabilities"
Amit,38,Retired,$15k-$30k,1,Widowed,Child Education Fund,"Owns property, no liabilities"
Amit,62,Retired,$100k+,1,Married w/ Kids,Wealth Creation,"Pet owner, active lifestyle"
Rahul,48,Self-Employed,$15k-$30k,5,Married w/ Spouse,Wealth Creation,Works night shifts
Riya,48,Retired,$30k-$50k,4,Divorced,Health Coverage,"Smoker, high stress job"
Amit,44,Retired,$75k-$100k,3,Single,Health Coverage,Lives in joint family
Rahul,29,Self-Employed,$100k+,3,Divorced,Retirement Savings,Works night shifts
Mrs. Iyer,50,Self-Employed,$100k+,2,Widowed,Child Education Fund,"Owns property, no liabilities"
Ankit,42,Salaried,$15k-$30k,3,Single,Child Education Fund,"Pet owner, active lifestyle"
Rahul,50,Salaried,$30k-$50k,2,Divorced,Health Coverage,"Sedentary lifestyle, chronic illness"
Sunita,31,Salaried,$30k-$50k,4,Married w/ Kids,Retirement Savings,"Smoker, high stress job"
Mr. Dutta,40,Self-Employed,$100k+,4,Single,Child Education Fund,Prefers homeopathic treatment
Sunita,26,Salaried,$30k-$50k,2,Married w/ Kids,Tax Saving,Prefers homeopathic treatment
Ankit,42,Business Owner,$100k+,4,Married w/ Kids,Retirement Savings,"Sedentary lifestyle, chronic illness"
Riya,51,Retired,$75k-$100k,5,Widowed,Tax Saving,Works night shifts
Priya,39,Salaried,$75k-$100k,4,Married w/ Spouse,Retirement Savings,"Sedentary lifestyle, chronic illness"
Mrs. Iyer,28,Salaried,$100k+,1,Married w/ Spouse,Child Education Fund,"Frequent flyer, international travel"
Mrs. Iyer,24,Retired,$50k-$75k,3,Single,Retirement Savings,"Frequent flyer, international travel"
Mr. Dutta,41,Retired,$50k-$75k,1,Married w/ Kids,Health Coverage,"Sedentary lifestyle, chronic illness"
Ankit,63,Retired,$100k+,1,Widowed,Child Education Fund,"Owns property, no liabilities"
Arjun,49,Salaried,$75k-$100k,2,Divorced,Tax Saving,"Smoker, high stress job"
Mrs. Iyer,42,Retired,$15k-$30k,5,Married w/ Spouse,Wealth Creation,"Health-conscious, gym member"
Arjun,52,Retired,$15k-$30k,5,Single,Wealth Creation,"Owns property, no liabilities"
Mr. Dutta,42,Retired,$100k+,5,Single,Retirement Savings,Works night shifts
Sunita,57,Salaried,$30k-$50k,4,Married w/ Spouse,Health Coverage,"Owns a car, travels frequently"
Mr. Dutta,35,Business Owner,$100k+,5,Divorced,Retirement Savings,Works night shifts
Mr. Dutta,30,Salaried,$30k-$50k,3,Single,Health Coverage,"Health-conscious, gym member"
Ankit,25,Retired,$75k-$100k,2,Single,Wealth Creation,Lives in joint family
Mrs. Iyer,33,Salaried,$75k-$100k,2,Single,Retirement Savings,"Frequent flyer, international travel"
Mrs. Iyer,35,Retired,$100k+,3,Married w/ Kids,Retirement Savings,Prefers homeopathic treatment
Mrs. Iyer,31,Salaried,$15k-$30k,5,Divorced,Child Education Fund,"Sedentary lifestyle, chronic illness"
Ankit,53,Retired,$30k-$50k,3,Divorced,Health Coverage,Lives in joint family
Amit,35,Salaried,$50k-$75k,3,Widowed,Retirement Savings,Prefers homeopathic treatment
Amit,57,Self-Employed,$100k+,4,Divorced,Retirement Savings,"Frequent flyer, international travel"
Mrs. Iyer,62,Retired,$15k-$30k,2,Married w/ Spouse,Retirement Savings,"Frequent flyer, international travel"
Sunita,46,Retired,$50k-$75k,5,Married w/ Kids,Retirement Savings,"Owns a car, travels frequently"
Amit,53,Business Owner,$100k+,4,Divorced,Child Education Fund,"Owns property, no liabilities"
Mrs. Iyer,58,Self-Employed,$50k-$75k,4,Divorced,Health Coverage,Prefers homeopathic treatment
Amit,64,Retired,$15k-$30k,2,Single,Child Education Fund,"Smoker, high stress job"
Amit,59,Salaried,$15k-$30k,3,Single,Wealth Creation,"Health-conscious, gym member"
Mrs. Iyer,28,Self-Employed,$50k-$75k,3,Single,Health Coverage,"Frequent flyer, international travel"
Arjun,47,Business Owner,$75k-$100k,1,Divorced,Tax Saving,"Sedentary lifestyle, chronic illness"
Amit,60,Self-Employed,$50k-$75k,3,Divorced,Child Education Fund,"Sedentary lifestyle, chronic illness"
Sunita,38,Retired,$75k-$100k,1,Single,Health Coverage,Works night shifts
Mr. Dutta,35,Salaried,$75k-$100k,1,Divorced,Health Coverage,"Smoker, high stress job"
Riya,41,Self-Employed,$30k-$50k,4,Widowed,Tax Saving,"Health-conscious, gym member"
Sneha,25,Salaried,$50k-$75k,4,Single,Wealth Creation,"Pet owner, active lifestyle"
Riya,29,Salaried,$15k-$30k,1,Widowed,Wealth Creation,"Pet owner, active lifestyle"
Amit,46,Business Owner,$15k-$30k,2,Married w/ Kids,Health Coverage,Works night shifts
Mr. Dutta,63,Salaried,$50k-$75k,2,Divorced,Health Coverage,"Sedentary lifestyle, chronic illness"
Sneha,51,Business Owner,$50k-$75k,2,Married w/ Spouse,Retirement Savings,"Owns a car, travels frequently"
Rahul,46,Salaried,$30k-$50k,4,Widowed,Wealth Creation,"Pet owner, active lifestyle"
Rahul,22,Retired,$75k-$100k,1,Single,Child Education Fund,"Owns a car, travels frequently"
Sneha,56,Salaried,$50k-$75k,5,Single,Child Education Fund,Works night shifts
Arjun,29,Retired,$50k-$75k,1,Single,Health Coverage,"Smoker, high stress job"
Priya,44,Salaried,$30k-$50k,2,Widowed,Retirement Savings,"Frequent flyer, international travel"
Priya,42,Business Owner,$30k-$50k,3,Widowed,Wealth Creation,"Pet owner, active lifestyle"
Amit,40,Salaried,$100k+,5,Married w/ Kids,Wealth Creation,"Frequent flyer, international travel"
Ankit,52,Retired,$50k-$75k,5,Married w/ Kids,Retirement Savings,Works night shifts
Mrs. Iyer,62,Retired,$50k-$75k,2,Divorced,Tax Saving,"Sedentary lifestyle, chronic illness"
Ankit,31,Business Owner,$50k-$75k,1,Divorced,Child Education Fund,Lives in joint family
Mr. Dutta,41,Business Owner,$50k-$75k,1,Married w/ Spouse,Child Education Fund,Lives in joint family
Rahul,30,Retired,$15k-$30k,5,Divorced,Retirement Savings,"Owns property, no liabilities"
Sunita,22,Salaried,$75k-$100k,3,Married w/ Spouse,Retirement Savings,"Pet owner, active lifestyle"
Arjun,58,Business Owner,$30k-$50k,3,Divorced,Tax Saving,Lives in joint family
Amit,40,Business Owner,$100k+,5,Married w/ Spouse,Tax Saving,"Health-conscious, gym member"
Mr. Dutta,58,Retired,$15k-$30k,3,Single,Child Education Fund,"Frequent flyer, international travel"
Mr. Dutta,41,Self-Employed,$30k-$50k,4,Married w/ Kids,Wealth Creation,"Smoker, high stress job"
Ankit,64,Self-Employed,$30k-$50k,3,Divorced,Wealth Creation,"Smoker, high stress job"
Sunita,25,Self-Employed,$50k-$75k,4,Single,Child Education Fund,Prefers homeopathic treatment
Sneha,36,Salaried,$30k-$50k,3,Widowed,Wealth Creation,"Frequent flyer, international travel"
Sneha,58,Self-Employed,$30k-$50k,2,Widowed,Retirement Savings,Prefers homeopathic treatment
Arjun,39,Salaried,$50k-$75k,3,Widowed,Retirement Savings,Lives in joint family
Ankit,33,Retired,$75k-$100k,4,Widowed,Retirement Savings,"Frequent flyer, international travel"
Arjun,35,Salaried,$100k+,2,Divorced,Tax Saving,"Sedentary lifestyle, chronic illness"
Ankit,63,Salaried,$30k-$50k,4,Married w/ Spouse,Child Education Fund,"Owns a car, travels frequently"
Sneha,23,Self-Employed,$50k-$75k,3,Married w/ Kids,Child Education Fund,"Pet owner, active lifestyle"
Sneha,42,Salaried,$75k-$100k,3,Divorced,Retirement Savings,"Frequent flyer, international travel"
Ankit,48,Self-Employed,$100k+,1,Divorced,Retirement Savings,"Frequent flyer, international travel"
Sunita,26,Retired,$15k-$30k,5,Single,Tax Saving,Works night shifts
Amit,64,Business Owner,$30k-$50k,3,Married w/ Spouse,Wealth Creation,"Owns a car, travels frequently"
Mrs. Iyer,29,Retired,$100k+,4,Married w/ Kids,Child Education Fund,Works night shifts
Riya,33,Self-Employed,$50k-$75k,2,Married w/ Spouse,Tax Saving,"Frequent flyer, international travel"
Sneha,52,Self-Employed,$15k-$30k,1,Married w/ Spouse,Tax Saving,"Owns property, no liabilities"
Ankit,34,Business Owner,$100k+,2,Single,Tax Saving,"Health-conscious, gym member"
Sneha,37,Self-Employed,$15k-$30k,5,Divorced,Health Coverage,"Smoker, high stress job"
Amit,27,Self-Employed,$30k-$50k,5,Divorced,Tax Saving,"Owns property, no liabilities"
Amit,61,Retired,$30k-$50k,4,Widowed,Retirement Savings,"Sedentary lifestyle, chronic illness"
Riya,28,Salaried,$15k-$30k,2,Married w/ Spouse,Retirement Savings,"Smoker, high stress job"
Rahul,43,Business Owner,$50k-$75k,1,Widowed,Health Coverage,"Frequent flyer, international travel"
Riya,24,Business Owner,$15k-$30k,3,Divorced,Child Education Fund,"Pet owner, active lifestyle"
Arjun,48,Business Owner,$100k+,2,Widowed,Retirement Savings,"Owns a car, travels frequently"
Riya,33,Self-Employed,$75k-$100k,3,Married w/ Kids,Wealth Creation,"Pet owner, active lifestyle"
Arjun,41,Retired,$50k-$75k,5,Single,Retirement Savings,"Owns property, no liabilities"
Rahul,50,Salaried,$15k-$30k,4,Married w/ Spouse,Retirement Savings,Works night shifts
Rahul,47,Retired,$100k+,5,Married w/ Spouse,Child Education Fund,"Pet owner, active lifestyle"
Mrs. Iyer,25,Salaried,$30k-$50k,1,Married w/ Kids,Tax Saving,"Pet owner, active lifestyle"
Sunita,41,Business Owner,$100k+,4,Married w/ Spouse,Wealth Creation,"Sedentary lifestyle, chronic illness"
Rahul,23,Salaried,$100k+,1,Single,Child Education Fund,"Smoker, high stress job"
Riya,61,Salaried,$100k+,2,Married w/ Spouse,Retirement Savings,"Smoker, high stress job"
Sunita,37,Business Owner,$50k-$75k,5,Widowed,Tax Saving,"Frequent flyer, international travel"
Rahul,23,Retired,$30k-$50k,2,Married w/ Kids,Retirement Savings,"Health-conscious, gym member"
Arjun,37,Retired,$15k-$30k,5,Single,Tax Saving,Prefers homeopathic treatment
Priya,61,Salaried,$100k+,4,Married w/ Kids,Health Coverage,"Sedentary lifestyle, chronic illness"
Amit,49,Self-Employed,$50k-$75k,5,Married w/ Kids,Health Coverage,"Frequent flyer, international travel"
Sunita,28,Salaried,$15k-$30k,5,Single,Health Coverage,"Owns a car, travels frequently"
Arjun,40,Business Owner,$75k-$100k,2,Divorced,Tax Saving,"Sedentary lifestyle, chronic illness"
Riya,54,Salaried,$100k+,1,Widowed,Wealth Creation,Prefers homeopathic treatment
Sneha,29,Business Owner,$75k-$100k,5,Single,Health Coverage,"Sedentary lifestyle, chronic illness"
Mrs. Iyer,48,Business Owner,$15k-$30k,3,Single,Tax Saving,"Health-conscious, gym member"
Rahul,26,Salaried,$100k+,4,Married w/ Kids,Wealth Creation,"Sedentary lifestyle, chronic illness"
Mrs. Iyer,51,Retired,$30k-$50k,3,Married w/ Spouse,Wealth Creation,Works night shifts
Mrs. Iyer,56,Business Owner,$50k-$75k,4,Married w/ Kids,Wealth Creation,Works night shifts
Mrs. Iyer,62,Salaried,$75k-$100k,1,Widowed,Child Education Fund,Prefers homeopathic treatment
Mr. Dutta,45,Business Owner,$15k-$30k,2,Widowed,Child Education Fund,"Pet owner, active lifestyle"
Arjun,39,Self-Employed,$15k-$30k,3,Married w/ Spouse,Health Coverage,Lives in joint family
Priya,33,Retired,$30k-$50k,1,Divorced,Health Coverage,"Sedentary lifestyle, chronic illness"
Rahul,27,Self-Employed,$75k-$100k,2,Married w/ Spouse,Retirement Savings,Works night shifts
Ankit,33,Business Owner,$100k+,5,Married w/ Kids,Tax Saving,"Owns property, no liabilities"
Amit,52,Self-Employed,$100k+,1,Married w/ Kids,Child Education Fund,"Sedentary lifestyle, chronic illness"
Mr. Dutta,46,Self-Employed,$50k-$75k,4,Divorced,Child Education Fund,Prefers homeopathic treatment
Riya,58,Salaried,$30k-$50k,1,Divorced,Tax Saving,Lives in joint family
Mr. Dutta,47,Salaried,$50k-$75k,5,Widowed,Health Coverage,Lives in joint family
Ankit,35,Business Owner,$100k+,3,Married w/ Spouse,Wealth Creation,"Sedentary lifestyle, chronic illness"
Rahul,55,Self-Employed,$50k-$75k,3,Divorced,Child Education Fund,"Sedentary lifestyle, chronic illness"
Sneha,59,Salaried,$100k+,4,Divorced,Retirement Savings,"Smoker, high stress job"
Mr. Dutta,54,Business Owner,$100k+,1,Married w/ Spouse,Tax Saving,Works night shifts
Sunita,55,Salaried,$15k-$30k,1,Single,Tax Saving,"Health-conscious, gym member"
Mrs. Iyer,23,Self-Employed,$15k-$30k,3,Married w/ Spouse,Wealth Creation,"Owns a car, travels frequently"
Mrs. Iyer,34,Business Owner,$30k-$50k,2,Single,Retirement Savings,"Owns a car, travels frequently"
Mr. Dutta,38,Salaried,$75k-$100k,2,Married w/ Kids,Wealth Creation,"Owns a car, travels frequently"
Mrs. Iyer,24,Retired,$30k-$50k,1,Married w/ Kids,Retirement Savings,"Frequent flyer, international travel"
Arjun,42,Salaried,$100k+,1,Married w/ Spouse,Retirement Savings,"Sedentary lifestyle, chronic illness"
Rahul,57,Salaried,$15k-$30k,1,Divorced,Wealth Creation,"Pet owner, active lifestyle"
Rahul,32,Business Owner,$75k-$100k,4,Married w/ Spouse,Retirement Savings,Works night shifts
Rahul,63,Retired,$100k+,3,Married w/ Spouse,Wealth Creation,"Owns property, no liabilities"
Rahul,61,Self-Employed,$75k-$100k,4,Married w/ Kids,Health Coverage,"Health-conscious, gym member"
Sneha,31,Retired,$15k-$30k,4,Married w/ Kids,Tax Saving,"Owns property, no liabilities"
Arjun,34,Self-Employed,$15k-$30k,3,Single,Retirement Savings,"Pet owner, active lifestyle"
Priya,62,Salaried,$15k-$30k,3,Single,Child Education Fund,Prefers homeopathic treatment
Priya,41,Business Owner,$15k-$30k,3,Widowed,Child Education Fund,"Owns property, no liabilities"
Mr. Dutta,59,Self-Employed,$15k-$30k,5,Single,Tax Saving,"Health-conscious, gym member"
Sunita,26,Self-Employed,$50k-$75k,4,Married w/ Kids,Retirement Savings,"Health-conscious, gym member"
Amit,32,Salaried,$30k-$50k,1,Single,Retirement Savings,"Frequent flyer, international travel"
Riya,52,Salaried,$75k-$100k,5,Married w/ Spouse,Wealth Creation,"Sedentary lifestyle, chronic illness"
Ankit,49,Self-Employed,$15k-$30k,1,Married w/ Kids,Wealth Creation,"Frequent flyer, international travel"
Amit,58,Business Owner,$30k-$50k,5,Single,Wealth Creation,Lives in joint family
Mrs. Iyer,61,Self-Employed,$75k-$100k,5,Single,Child Education Fund,"Sedentary lifestyle, chronic illness"
Arjun,29,Business Owner,$15k-$30k,1,Married w/ Kids,Wealth Creation,Works night shifts
Sneha,44,Self-Employed,$100k+,5,Widowed,Child Education Fund,"Smoker, high stress job"
Sunita,31,Business Owner,$75k-$100k,1,Widowed,Wealth Creation,"Health-conscious, gym member"
Sunita,47,Self-Employed,$15k-$30k,4,Married w/ Spouse,Health Coverage,"Owns a car, travels frequently"
Sunita,36,Business Owner,$30k-$50k,3,Married w/ Spouse,Retirement Savings,"Owns a car, travels frequently"
Mr. Dutta,49,Business Owner,$50k-$75k,5,Widowed,Health Coverage,Works night shifts
Riya,57,Salaried,$30k-$50k,3,Divorced,Child Education Fund,Lives in joint family
Sunita,63,Business Owner,$75k-$100k,3,Divorced,Child Education Fund,Works night shifts
Mrs. Iyer,26,Retired,$30k-$50k,2,Widowed,Wealth Creation,"Health-conscious, gym member"
Arjun,63,Business Owner,$15k-$30k,4,Widowed,Child Education Fund,Works night shifts
Arjun,63,Retired,$75k-$100k,3,Married w/ Kids,Tax Saving,"Health-conscious, gym member"
Ankit,50,Business Owner,$15k-$30k,3,Married w/ Spouse,Wealth Creation,"Frequent flyer, international travel"
Amit,59,Self-Employed,$15k-$30k,4,Divorced,Tax Saving,Lives in joint family
Riya,62,Retired,$75k-$100k,4,Married w/ Spouse,Retirement Savings,Lives in joint family
Arjun,50,Self-Employed,$50k-$75k,1,Single,Tax Saving,"Owns property, no liabilities"
Mr. Dutta,38,Retired,$50k-$75k,3,Divorced,Wealth Creation,"Owns a car, travels frequently"
Mrs. Iyer,43,Self-Employed,$100k+,2,Widowed,Tax Saving,Prefers homeopathic treatment
Priya,43,Retired,$100k+,1,Widowed,Wealth Creation,"Smoker, high stress job"
Amit,62,Business Owner,$30k-$50k,2,Widowed,Health Coverage,"Smoker, high stress job"
Sunita,53,Retired,$50k-$75k,2,Married w/ Spouse,Retirement Savings,"Frequent flyer, international travel"
Arjun,29,Retired,$50k-$75k,4,Widowed,Tax Saving,"Frequent flyer, international travel"
Priya,55,Salaried,$15k-$30k,4,Single,Health Coverage,"Owns property, no liabilities"
Riya,46,Salaried,$15k-$30k,2,Single,Tax Saving,"Pet owner, active lifestyle"
Mrs. Iyer,50,Retired,$15k-$30k,4,Married w/ Spouse,Health Coverage,Lives in joint family
Rahul,64,Salaried,$75k-$100k,2,Married w/ Kids,Wealth Creation,"Owns a car, travels frequently"
Mr. Dutta,49,Business Owner,$75k-$100k,1,Married w/ Spouse,Child Education Fund,Prefers homeopathic treatment
Arjun,29,Salaried,$30k-$50k,4,Single,Child Education Fund,"Owns property, no liabilities"
Ankit,37,Business Owner,$50k-$75k,5,Single,Retirement Savings,"Frequent flyer, international travel"
Ankit,46,Salaried,$15k-$30k,2,Widowed,Child Education Fund,Lives in joint family
Rahul,62,Self-Employed,$30k-$50k,1,Married w/ Spouse,Child Education Fund,"Sedentary lifestyle, chronic illness"
Rahul,25,Self-Employed,$30k-$50k,5,Married w/ Spouse,Child Education Fund,"Pet owner, active lifestyle"
Amit,59,Business Owner,$30k-$50k,4,Single,Retirement Savings,Prefers homeopathic treatment
Amit,32,Salaried,$50k-$75k,2,Single,Wealth Creation,"Frequent flyer, international travel"
Sunita,51,Salaried,$75k-$100k,2,Widowed,Retirement Savings,"Owns property, no liabilities"
Ankit,60,Self-Employed,$75k-$100k,2,Single,Tax Saving,Works night shifts
Ankit,48,Self-Employed,$50k-$75k,2,Married w/ Kids,Retirement Savings,"Frequent flyer, international travel"
Sunita,28,Business Owner,$75k-$100k,1,Married w/ Kids,Health Coverage,"Owns property, no liabilities"
Amit,53,Business Owner,$50k-$75k,1,Single,Health Coverage,"Health-conscious, gym member"
Arjun,45,Salaried,$30k-$50k,5,Married w/ Kids,Health Coverage,Prefers homeopathic treatment
Mr. Dutta,54,Retired,$100k+,2,Married w/ Kids,Health Coverage,"Health-conscious, gym member"
Sunita,43,Retired,$30k-$50k,2,Divorced,Tax Saving,"Smoker, high stress job"
Mr. Dutta,57,Salaried,$15k-$30k,3,Married w/ Spouse,Child Education Fund,"Smoker, high stress job"
Rahul,46,Self-Employed,$30k-$50k,5,Widowed,Child Education Fund,"Frequent flyer, international travel"
Priya,53,Salaried,$100k+,5,Widowed,Wealth Creation,"Health-conscious, gym member"
Sunita,29,Business Owner,$30k-$50k,4,Divorced,Health Coverage,"Frequent flyer, international travel"
Amit,62,Business Owner,$30k-$50k,1,Single,Retirement Savings,Works night shifts
Priya,60,Business Owner,$100k+,2,Divorced,Retirement Savings,"Owns property, no liabilities"
Priya,41,Self-Employed,$30k-$50k,2,Married w/ Spouse,Child Education Fund,"Owns a car, travels frequently"
Ankit,45,Business Owner,$75k-$100k,1,Widowed,Child Education Fund,Lives in joint family
Mrs. Iyer,53,Self-Employed,$50k-$75k,4,Widowed,Wealth Creation,"Owns a car, travels frequently"
Mr. Dutta,48,Self-Employed,$50k-$75k,2,Married w/ Spouse,Health Coverage,"Sedentary lifestyle, chronic illness"
Sneha,29,Business Owner,$100k+,2,Married w/ Kids,Child Education Fund,"Sedentary lifestyle, chronic illness"
Sunita,26,Retired,$50k-$75k,5,Widowed,Child Education Fund,"Frequent flyer, international travel"
Rahul,62,Retired,$30k-$50k,1,Widowed,Wealth Creation,"Smoker, high stress job"
Mr. Dutta,54,Self-Employed,$50k-$75k,1,Widowed,Health Coverage,Lives in joint family
Ankit,44,Self-Employed,$15k-$30k,1,Married w/ Spouse,Child Education Fund,"Frequent flyer, international travel"
Sneha,26,Business Owner,$15k-$30k,5,Divorced,Wealth Creation,"Health-conscious, gym member"
Mrs. Iyer,50,Retired,$30k-$50k,5,Married w/ Kids,Health Coverage,"Smoker, high stress job"
Sunita,60,Business Owner,$75k-$100k,2,Widowed,Health Coverage,"Frequent flyer, international travel"
Sneha,27,Salaried,$30k-$50k,5,Married w/ Spouse,Wealth Creation,"Smoker, high stress job"
Sunita,29,Self-Employed,$100k+,5,Married w/ Kids,Wealth Creation,"Owns a car, travels frequently"
Sunita,38,Self-Employed,$30k-$50k,5,Widowed,Wealth Creation,Lives in joint family
Mrs. Iyer,36,Self-Employed,$30k-$50k,4,Married w/ Kids,Child Education Fund,"Smoker, high stress job"
Riya,22,Retired,$30k-$50k,4,Married w/ Kids,Child Education Fund,Works night shifts
Mrs. Iyer,53,Business Owner,$100k+,5,Divorced,Wealth Creation,Prefers homeopathic treatment
Rahul,33,Business Owner,$15k-$30k,3,Divorced,Retirement Savings,"Pet owner, active lifestyle"
Priya,55,Self-Employed,$50k-$75k,2,Single,Tax Saving,Lives in joint family
Arjun,26,Retired,$15k-$30k,1,Married w/ Kids,Child Education Fund,"Owns property, no liabilities"
Amit,45,Retired,$75k-$100k,5,Divorced,Health Coverage,"Sedentary lifestyle, chronic illness"
Sunita,61,Self-Employed,$30k-$50k,4,Married w/ Kids,Child Education Fund,"Frequent flyer, international travel"
Rahul,31,Salaried,$75k-$100k,4,Single,Child Education Fund,"Health-conscious, gym member"
Ankit,28,Business Owner,$100k+,2,Married w/ Kids,Wealth Creation,Works night shifts
Mr. Dutta,63,Retired,$15k-$30k,2,Married w/ Spouse,Retirement Savings,Prefers homeopathic treatment
Riya,58,Salaried,$50k-$75k,2,Single,Health Coverage,Prefers homeopathic treatment
Sneha,25,Retired,$30k-$50k,2,Divorced,Retirement Savings,"Owns a car, travels frequently"
Mr. Dutta,36,Self-Employed,$30k-$50k,2,Married w/ Spouse,Wealth Creation,"Owns property, no liabilities"
Mr. Dutta,51,Retired,$50k-$75k,2,Divorced,Tax Saving,"Pet owner, active lifestyle"
Amit,49,Self-Employed,$75k-$100k,1,Married w/ Kids,Health Coverage,Prefers homeopathic treatment
Arjun,48,Salaried,$30k-$50k,1,Married w/ Kids,Health Coverage,Lives in joint family
Sneha,45,Salaried,$100k+,4,Married w/ Kids,Health Coverage,"Owns property, no liabilities"
Sneha,60,Retired,$75k-$100k,3,Divorced,Retirement Savings,Lives in joint family
Riya,26,Salaried,$100k+,1,Divorced,Health Coverage,"Pet owner, active lifestyle"
Amit,60,Salaried,$15k-$30k,1,Divorced,Health Coverage,Prefers homeopathic treatment
Sneha,64,Self-Employed,$100k+,2,Divorced,Tax Saving,"Health-conscious, gym member"
Sunita,53,Retired,$15k-$30k,5,Widowed,Tax Saving,"Owns a car, travels frequently"
Amit,47,Salaried,$75k-$100k,5,Married w/ Kids,Health Coverage,Prefers homeopathic treatment
Rahul,33,Self-Employed,$100k+,4,Divorced,Child Education Fund,"Sedentary lifestyle, chronic illness"
Rahul,60,Salaried,$50k-$75k,3,Married w/ Spouse,Child Education Fund,"Frequent flyer, international travel"
Amit,63,Business Owner,$100k+,2,Widowed,Tax Saving,"Sedentary lifestyle, chronic illness"
Riya,57,Business Owner,$30k-$50k,4,Married w/ Spouse,Wealth Creation,"Smoker, high stress job"
Ankit,53,Self-Employed,$15k-$30k,1,Married w/ Kids,Child Education Fund,"Owns a car, travels frequently"
Riya,62,Retired,$30k-$50k,2,Married w/ Kids,Tax Saving,Lives in joint family
Priya,40,Business Owner,$30k-$50k,5,Widowed,Tax Saving,Works night shifts
Rahul,34,Business Owner,$75k-$100k,1,Married w/ Kids,Child Education Fund,Lives in joint family
Riya,28,Retired,$75k-$100k,1,Married w/ Kids,Tax Saving,"Owns property, no liabilities"
Sunita,23,Salaried,$15k-$30k,4,Widowed,Child Education Fund,"Health-conscious, gym member"
Ankit,50,Business Owner,$50k-$75k,5,Widowed,Wealth Creation,"Sedentary lifestyle, chronic illness"
Rahul,32,Salaried,$100k+,1,Single,Tax Saving,Lives in joint family
Arjun,55,Self-Employed,$75k-$100k,4,Married w/ Spouse,Tax Saving,"Sedentary lifestyle, chronic illness"
Arjun,52,Self-Employed,$100k+,4,Widowed,Child Education Fund,Works night shifts
Rahul,54,Salaried,$75k-$100k,2,Married w/ Kids,Wealth Creation,Lives in joint family
Priya,49,Salaried,$15k-$30k,3,Single,Wealth Creation,"Frequent flyer, international travel"
